Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Mathematics for Machine Learning (O),AMT 459 2.0,AMT,AMT 459 2.0 Mathematics for Machine Learning,4,SRL,Lecture,Dr. E. P. S. Silva,10:15-12:00,Honours,Physical
Mathematics,Monday,1970-01-01T14:00:00Z,1970-01-01T17:45:00Z,Operational Research II (O#),AMT 455 2.0,AMT,AMT 455 2.0 Operational Research II (O#),4,SRL,Lecture,Dr. R. P. Abeysooriya,14:00-17:45,Honours,Physical
Mathematics,Tuesday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Industrial Management (O),AMT 456 2.0,AMT,AMT 456 2.0 Industrial Management,4,M2,Lecture,Prof. Pahan Godakumbura,14:00-16:00,Honours,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Graph Theory with Applications,AMT 454 2.0,AMT,AMT 454 2.0 Graph Theory with Applications,4,M1,Lecture,Dr. G. H. J. Lanel,10:15-12:00,Honours,Physical
Mathematics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Advanced Numerical Techniques,AMT 451 3.0,AMT,AMT 451 3.0 Advanced Numerical Techniques,4,SRL,Lecture,Dr. B. V. N. C. Vidanage,13.00-16.00,Honours,Physical
Mathematics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Applied Optimal Control (O),AMT 458 2.0,AMT,AMT 458 2.0 Applied Optimal Control (O),4,M1,Lecture,Dr. N. C. Ganegoda,08:00-09:45,Honours,Physical
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,An Introduction to Answer Set Prolog (O),MAT 457 2.0,AMT,AMT 457 2.0 An Introduction to Answer Set Prolog (O),4,SRL,Lecture,Dr. R. N. P. De Silva,13.00-15.00,Honours,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Optimization (Based on MAT 453 3.0 Optimization),AMT 452 3.0,AMT,AMT 452 3.0 Optimization (Based on MAT 453 3.0 Optimization),4,M1,Lecture,Dr. N. C. Ganegoda,08:00-09:45,Honours,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Optimization (Based on MAT 453 3.0 Optimization),AMT 452 3.0,AMT,AMT 452 3.0 Optimization (Based on MAT 453 3.0 Optimization),4,M1,Lecture,Dr. N. C. Ganegoda,10:15-11:05,Honours,Physical
Mathematics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Computational Discrete Mathematics,AMT 313 1.0,AMT,AMT 313 1.0 Computational Discrete Mathematics (O),3,MCL,Lecture,Mrs. D. S. Rodrigo,08:00-09:45,Honours,Physical
Mathematics,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Computer Algebra,AMT 353 2.0,AMT,AMT 353 2.0 Computer Algebra,3,SRL,Lecture,Dr. G.H.J.Janel,08:00-09:45,Honours,Physical
Mathematics,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Accounting and Finance,AMT 354 2.0,AMT,AMT 354 2.0 Accounting and Finance,3,M1,Lecture,Dr.K.A.K.Gnanaweera,11.10-12.00,Honours,Physical
Mathematics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Accounting and Finance,AMT 354 2.1,AMT,AMT 354 2.0 Accounting and Finance,3,M1,Lecture,Dr.K.A.K.Gnanaweera,13.00-14.00,Honours,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Actuarial Science,AMT 312 2.0,AMT,AMT 312 2.0 Actuarial Science,3,P1,Lecture,Dr.M.T.M.Perera,10:15-12:00,Honours,Physical
Mathematics,Wednesday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Probability Theory 1,AMT 356 2.0,AMT,AMT 356 2.0 Probability Theory 1,3,M2,Lecture,Dr.E.P.S.Silva,14:00-16:00,Honours,Physical
Mathematics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Non Linear Differential Equations and Dynamical System,AMT 352 2.0,AMT,AMT 352 2.0 Non Linear Differential Equations and Dynamical System,3,M2,Lecture,Prof.R.P.K.C.M.Ranasighe,08:00-09:45,Honours,Physical
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Rotational Systems,AMT 376 2.0,AMT,AMT 376 2.0 Rotational Systems,3,SRL,Lecture,Mr.G.J.K.Silva,10:15-12:00,Honours,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Probability Theory 1,AMT 356 2.0,AMT,AMT 356 2.0 Probability Theory 1,3,SRL,Lecture,Dr.E.P.S.Silva,08:00-09:45,Honours,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Applicable Mathematics,MAT 356 2.0,MAT,MAT 356 2.0 Applicable Mathematics,3,M2,Lecture,Dr.B.P.W.Fernando,10:15-12:00,Honours,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Applicable Mathematics,AMT 311 2.1,AMT,AMT 311 2.0 Applicable Mathematics (O),3,M3,Lecture,Mr.G.T.D.M.Premachandra,10:15-12:00,Honours,Physical
Mathematics,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Cryptography,MAT 456 2.0,MAT,MAT 456 2.0 Cryptography,4,M2,Lecture,Dr. J. K. Rathnayake,13.00-15.00,Honours,Physical
Physics,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Mathematics for Bio Science Students,PHY 102 2.0,PHY,PHY 102 2.0 Mathematics for Bio Science Students,1,P2,Lecture,Dr. Gaya Jayakody,16:00-17:00,General,Physical/Biology
Physics,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Tutorial,PHY T,PHY,PHY T Tutorial,1,PLT,Tutorial,NA,08:55-09:45,General,Physical/Biology
Physics,Thursday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Mathematics for Bio Science Students,PHY 102 2.0,PHY,PHY 102 2.0 Mathematics for Bio Science Students,1,P2,Lecture,Dr. Gaya Jayakody,16:00-17:00,General,Physical/Biology
Physics,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Elementary),PHY 106 2.0,PHY,PHY 106 2.0 Practical (Elementary),1,EL-1,Practicals,Prof. P.K.D.D.P. Pitigala/Dr. M.L.C. Attygalle,08:55-12:00,General,Physical/Biology
Physics,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Elementary),PHY 106 2.0,PHY,PHY 106 2.0 Practical (Elementary),1,EL-1,Practicals,Prof. P.K.D.D.P. Pitigala/Dr. M.L.C. Attygalle,13:00-16:00,General,Physical/Biology
Physics,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Optics),PHY 203 1.0,PHY,PHY 203 1.0 Practical (Optics),2,Optics Lab,Practicals,Dr. D.N. Jayawardane/Dr. C.R. Munasinghe,13:00-16:00,General,Physical/Biology
Physics,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Electronics),PHY 204 1.0,PHY,PHY 204 1.0 Practical (Electronics),2,Electronic Lab,Practicals,Mr. R.A.D.D. Dharmasiri/Mr. K.S. Mannathunga,13:00-16:00,General,Physical/Biology
Physics,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Tutorial,PHY T,PHY,PHY T Tutorial,2,P1,Tutorial,NA,16:00-17:00,General,Physical/Biology
Physics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Optics I,PHY 201 2.0,PHY,PHY 201 2.0 Optics I,2,P1,Lecture,Prof. P.K.D.D.P. Pitigala,10:15-12:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Optics),PHY 203 1.0,PHY,PHY 203 1.0 Practical (Optics),2,Optics Lab,Practicals,Dr. D.N. Jayawardane/Dr. C.R. Munasinghe,08:55-12:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Electronics),PHY 204 1.0,PHY,PHY 204 1.0 Practical (Electronics),2,Electronic Lab,Practicals,Mr. R.A.D.D. Dharmasiri/Mr. K.S. Mannathunga,08:55-12:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Optics),PHY 203 1.0,PHY,PHY 203 1.0 Practical (Optics),2,Optics Lab,Practicals,Dr. D.N. Jayawardane/Dr. C.R. Munasinghe,13:00-16:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Electronics),PHY 204 1.0,PHY,PHY 204 1.0 Practical (Electronics),2,Electronic Lab,Practicals,Mr. R.A.D.D. Dharmasiri/Mr. K.S. Mannathunga,13:00-16:00,General,Physical/Biology
Physics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Analogue and Digital Electronics,PHY 202 2.0,PHY,PHY 202 2.0 Analogue and Digital Electronics,2,P1,Lecture,Mr. R.A.D.D. Dharmasiri,10:15-12:00,General,Physical/Biology
Physics,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Optics),PHY 203 1.0,PHY,PHY 203 1.0 Practical (Optics),2,Optics Lab,Practicals,Dr. D.N. Jayawardane/Dr. C.R. Munasinghe,13:00-16:00,General,Physical/Biology
Physics,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Electronics),PHY 204 1.0,PHY,PHY 204 1.0 Practical (Electronics),2,Electronic Lab,Practicals,Mr. R.A.D.D. Dharmasiri/Mr. K.S. Mannathunga,13:00-16:00,General,Physical/Biology
Physics,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Electro Magnetic Theory I,PHY 301 1.0,PHY,PHY 301 1.0 Electro Magnetic Theory I,3,P1,Lecture,Dr. W.W.P. De Silva,08:00-08:50,General,Physical/Biology
Physics,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Electro Magnetic Theory I,PHY 301 1.0,PHY,PHY 301 1.0 Electro Magnetic Theory I,3,P1,Lecture,Dr. W.W.P. De Silva,08:00-08:50,Honours,Physical/Biology
Physics,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Quantum Mechanics I,PHY 302 1.0,PHY,PHY 302 1.0 Quantum Mechanics I,3,P1,Lecture,Dr. D.N. Jayawardane,08:55-09:45,General,Physical/Biology
Physics,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Quantum Mechanics I,PHY 302 1.0,PHY,PHY 302 1.0 Quantum Mechanics I,3,P1,Lecture,Dr. D.N. Jayawardane,08:55-09:45,Honours,Physical/Biology
Physics,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Applied),PHY 307 1.0,PHY,PHY 307 1.0 Practical (Applied),3,Applied Physics Lab,Practicals,Prof. A.R. Kumarasinghe/Dr.W.K.I.L.Wanniarachchi/Mr.C.H. Manathunga,13:00-16:00,General,Physical/Biology
Physics,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Computational),PHY 308 1.0,PHY,PHY 308 1.0 Practical (Computational)),3,UDG Lab,Practicals,Dr. M.M.P.M. Fernando/Dr. S. Kandeepan,13:00-16:00,General,Physical/Biology
Physics,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Applied),PHY 307 1.0,PHY,PHY 307 1.0 Practical (Applied),3,Applied Physics Lab,Practicals,Prof. A.R. Kumarasinghe/Dr.W.K.I.L.Wanniarachchi/Mr.C.H. Manathunga,13:00-16:00,Honours,Physical/Biology
Physics,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Computational),PHY 308 1.0,PHY,PHY 308 1.0 Practical (Computational)),3,UDG Lab,Practicals,Dr. M.M.P.M. Fernando/Dr. S. Kandeepan,13:00-16:00,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Mathematical Phisics II,PHY 351 2.0,PHY,PHY 351 2.0 Mathematical Phisics II,3,P2,Lecture,Dr. M.L.C.Attygalle,08:00-09:45,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Telecommunication,PHY 359 2.0,PHY,PHY 359 2.0 Telecommunication,3,Activity Room - Physics,Lecture,Mr. C.H. Manathunga,10:15-12:00,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Geophysics I,PHY 305 1.0,PHY,PHY 305 1.0 Geophysics I,3,P1,Lecture,Prof. N.G.S.S. Gamage,13:00-14:00,General,Physical/Biology
Physics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Geophysics I,PHY 305 1.0,PHY,PHY 305 1.0 Geophysics I,3,P1,Lecture,Prof. N.G.S.S. Gamage,13:00-14:00,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Solid State Physics I,PHY 306 1.0,PHY,PHY 306 1.0 Solid State Physics I,3,P1,Lecture,Dr. D.N. Jayawardhana,14:00-15:00,General,Physical/Biology
Physics,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Solid State Physics I,PHY 306 1.0,PHY,PHY 306 1.0 Solid State Physics I,3,P1,Lecture,Dr. D.N. Jayawardhana,14:00-15:00,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Tutorial,PHY T,PHY,PHY T Tutorial,3,P1,Tutorial,NA,15:00-17:00,General,Physical/Biology
Physics,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Tutorial,PHY T,PHY,PHY T Tutorial,3,P1,Tutorial,NA,15:00-17:00,Honours,Physical/Biology
Physics,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Applied),PHY 307 1.0,PHY,PHY 307 1.0 Practical (Applied),3,Applied Physics Lab,Practicals,Prof. A.R. Kumarasinghe/Dr.W.K.I.L.Wanniarachchi/Mr.C.H. Manathunga,08:55-12:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Computational),PHY 308 1.0,PHY,PHY 308 1.0 Practical (Computational),3,UDG Lab,Practicals,Dr. M.M.P.M. Fernando/Dr. S. Kandeepan,08:55-12:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Applied),PHY 307 1.0,PHY,PHY 307 1.0 Practical (Applied),3,Applied Physics Lab,Practicals,Prof. A.R. Kumarasinghe/Dr.W.K.I.L.Wanniarachchi/Mr.C.H. Manathunga,13:00-16:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Computational),PHY 308 1.0,PHY,PHY 308 1.0 Practical (Computational),3,UDG Lab,Practicals,Dr. M.M.P.M. Fernando/Dr. S. Kandeepan,13:00-16:00,General,Physical/Biology
Physics,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Nuclear Physics,PHY 358 2.0,PHY,PHY 358 2.0 Nuclear Physics II,3,Activity Room - Physics,Lecture,Prof. P.K.D.D.P. Pitigala,08:55-12:00,Honours,Physical/Biology
Physics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Advanced),PHY 355 4.0,PHY,PHY 355 4.0 Practical (Advanced),3,Advanced Physics Lab,Practicals,Prof. N.G.S.S. Gamage/Dr. W.W.P. De Silva,13:00-16:00,Honours,Physical/Biology
Physics,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Tutorial,PHY T,PHY,PHY T Tutorial,3,P1,Tutorial,NA,16:00-17:00,General,Physical/Biology
Physics,Thursday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Applied),PHY 307 1.0,PHY,PHY 307 1.0 Practical (Applied),3,Applied Physics Lab,Practicals,Prof. A.R. Kumarasinghe/Dr.W.K.I.L.Wanniarachchi/Mr.C.H. Manathunga,08:55-12:00,General,Physical/Biology
Physics,Thursday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Computational),PHY 308 1.0,PHY,PHY 308 1.0 Practical (Computational),3,UDG Lab,Practicals,Dr. M.M.P.M. Fernando/Dr. S. Kandeepan,08:55-12:00,General,Physical/Biology
Physics,Thursday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practical (Advanced),PHY 355 4.0,PHY,PHY 355 4.0 Practical (Advanced),3,Advanced Physics Lab,Practicals,Prof. N.G.S.S. Gamage/Dr. W.W.P. De Silva,08:55-12:00,Honours,Physical/Biology
Physics,Thursday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practical (Advanced),PHY 355 4.0,PHY,PHY 355 4.0 Practical (Advanced),3,Advanced Physics Lab,Practicals,Prof. N.G.S.S. Gamage/Dr. W.W.P. De Silva,13:00-16:00,Honours,Physical/Biology
Physics,Friday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Tutorial,PHY T,PHY,PHY T Tutorial,3,P1,Tutorial,NA,08:55-09:45,General,Physical/Biology
Physics,Friday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,Seminar,PHY 361 2.0,PHY,PHY 361 2.0 Seminar,3,,Lecture,Dr. W.W.P. De Silva,08:00-12:00,Honours,Physical/Biology
Physics,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Project Activities,PHY 454 8.0,PHY,PHY 454 8.0 Project Activities,4,,Lecture,Dr. S. Kandeepan,10:15-11:05,Honours,Physical/Biology
Physics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:00:00Z,Device Physics,ASP 488 1.0,ASP,ASP 488 1.0 Device Physics,4,P2,Lecture,Prof.A.R.Kumarasinghe,08:00-09:00,Honours,Physical/Biology
Physics,Monday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Fundamentals of Digital Signal Processing,ASP 446 1.0,ASP,ASP 446 1.0 Fundamentals of Digital Signal Processing,4,P2,Lecture,Dr. C. R. Munasinghe,09:00-10:00,Honours,Physical/Biology
Physics,Monday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Computational Physics in Advanced Programming,ASP 443 1.0,ASP,ASP 443 1.0 Computational Physics in Advanced Programming,4,UDG Lab,Lecture,Dr.M.M.P.M.Fernando,10:00-12:00,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Advanced Nanophysics,ASP 447 1.0,ASP,ASP 447 1.0 Advanced Nanophysics,4,P2,Lecture,Prof.A.R.Kumarasinghe,09:00-10:00,Honours,Physical/Biology
Physics,Tuesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Telecommunication,ASP 487.2.0,ASP,ASP 487.2.0 Telecommunication,4,Activity Room - Physics,Lecture,Mr.C.H.Manathunga,10:00-12:00,Honours,Physical/Biology
Physics,Wednesday,1970-01-01T09:00:00Z,1970-01-01T11:00:00Z,Nuclear Physics II,ASP 448 2.0,ASP,ASP 448 2.0 Nuclear Physics II,4,Activity Room - Physics,Lecture,Prof. P.K.D.D.P. Pitigala,09:00-11:00,Honours,Physical/Biology
Physics,Thursday,1970-01-01T09:00:00Z,1970-01-01T10:00:00Z,Philosophy of Science,ASP 445 1.0,ASP,ASP 445 1.0 Philosophy of Science,4,Activity Room - Physics,Lecture,Dr.M.L.C.Attygalle,09:00-10:00,Honours,Physical/Biology
Physics,Thursday,1970-01-01T08:00:00Z,1970-01-01T16:00:00Z,Project Activities,PHY 454 8.0,PHY,PHY 454 8.0,4,NA,Lecture,Dr. S. Kandeepan,08:00-16:00,Honours,Physical/Biology
Physics,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Microprocessors and Computer Interfacing,PHY 453 2.0,PHY,PHY 453 2.0 Microprocessors and Computer Interfacing,4,UDG Lab,Lecture,Dr. W.K.I.L. Wanniarachchi,08:00-08:50,Honours,Physical/Biology
Physics,Friday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,Statistical Physics II,PHY 452 2.0,PHY,PHY 452 2.0 Statistical Physics II,4,Activity Room - Physics,Lecture,Dr. S. Kandeepan,08:55-11:05,Honours,Physical/Biology
Physics,Friday,1970-01-01T11:05:00Z,1970-01-01T16:00:00Z,Particle Physics and Instrumentation,PHY 457 2.0,PHY,PHY 457 2.0 Particle Physics and Instrumentation,4,Activity Room - Physics,Lecture,Dr. W.W.P. De Silva,11:05-16:00,Honours,Physical/Biology
Polymer Science,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Tutorial,PST,PST,PSC T Tutorial,1,DPS L,Tutorial,Dr.Madhubhashini Maddumaarachchi,08:55-09:45,General,Physical/Biology
Polymer Science,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Foundermental Polymer chemistry,PSC 101 3.0,PSC,PSC 101 3.0 Foundermental Polymer Chemistry,1,NFC6,Lecture,NA,10:15-11:05,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T12:00:00Z,1970-01-01T15:00:00Z,Tutorial,PST,PST,PSC T Tutorial,1,C1,Tutorial,NA,13:00-15:00,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Foundermental Polymer Chemistry,PSC 101 3.0,PSC,PSC 101 3.0 Foundermental Polymer Chemistry,1,DPS L,Lecture,Dr.Madhubhashini Maddumaarachchi,08:55-09:45,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Foundermental Polymer Physics,PSC 102 2.0,PSC,PSC 102 2.0 Foundermental Polymer Physics,1,C2,Lecture,Dr.Thusitha Etampawala,10:15-12:00,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,Tutorial,PST,PST,PSC T Tutorial,1,C2,Tutorial,NA,17:00-17:45,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Foundermental Polymer chemistry,PSC 101 3.0,PSC,PSC 101 3.0 Foundermental Polymer Chemistry,1,NFC6,Lecture,Dr.Madhubhashini Maddumaarachchi,10:15-11:05,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Tutorial,PST,PST,PSC T Tutorial,1,DPS L,Tutorial,NA,13:00-14:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Tutorial,PST,PST,PSC T Tutorial,1,,Tutorial,NA,14:00-15:00,General,Physical/Biology
Polymer Science,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Tutorial,PST,PST,PSC T Tutorial,1,C2,Tutorial,NA,08:00-08:50,General,Physical/Biology
Polymer Science,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Tutorial,PST,PST,PSC T Tutorial,2,DPS L,Tutorial,NA,08:00-08:50,General,Physical/Biology
Polymer Science,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Polymer Technology,PSC 203 2.0,PSC,PSC 203 2.0 Polymer Technologhy,2,NFC6,Lecture,Prof.Laleen karunanayaka/Dr.Dhammika weerathunga,08:55-09:45,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Polymer Viscoelastcity & Rheology,PSC 204 2.0,PSC,PSC 204 2.0 Polymer Viscoelastcity & Rheologhy,2,C2,Lecture,Prof.Laleen karunanayaka/Dr.Dhammika weerathunga,08:55-09:45,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Tutorial,PST,PST,PSC T Tutorial,2,C2,Tutorial,NA,13:00-14:00,General,Physical/Biology
Polymer Science,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Tutorial,PST,PST,PSC T Tutorial,2,C1,Tutorial,NA,16:00-17:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Polymer Thermodynamics,PSC 201 1.0,PSC,PSC 201 1.0 Polymer Thermodynamics,2,C2,Lecture,Dr.Thusitha Etampawala,08:00-08:50,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Polymer Technology,PSC 203 2.0,PSC,PSC 203 2.0 Polymer Technologhy,2,C2,Lecture,Prof.Laleen karunanayaka/Dr.Dhammika weerathunga,08:55-09:45,General,Physical/Biology
Polymer Science,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Polymer viscoelastcity & Rheology,PSC 204 2.0,PSC,PSC 204 2.0 Polymer Viscoelastcity & Rheologhy,2,DPS L,Lecture,Prof.Laleen karunanayaka/Dr.Sulashi Samarasinghe,10:15-11:05,General,Physical/Biology
Polymer Science,Friday,1970-01-01T11:10:00Z,1970-01-01T16:00:00Z,Tutorial,PST,PST,PSC T Tutorial,2,P,Tutorial,NA,11:10-16:00,General,Physical/Biology
Polymer Science,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Polymers for Industry technology,PSC 303 2.0,PSC,PSC 303 2.0 Polymers for Industry technologhy,3,C2,Lecture,Dr.Sualshi Samarasinghe,10:15-12:00,General,Physical/Biology
Polymer Science,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Applied Polymer,PSC 302 2.0,PSC,PSC 302 2.0 Applied Polymer,3,DPS L,Lecture,Dr.Madhubhashini Maddumaarachchi/Dr.Dhammika weerathunga/Dr.Sampath Gunathilake,15:00-16:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Polymer practical level 1A,PSC 307 1.0,PSC,PSC 307 1.0 Polymer practical level 1A,3,,Practical,Dr.Dhammika weerathunga,08:55-12:00,General,Physical/Biology
Polymer Science,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Applied Polymer,PSC 302 2.0,PSC,PSC 302.2 Applied Polymer,3,NFC6,Lecture,Dr.Madhubhashini Maddumaarachchi/Dr.Dhammika weerathunga/Dr.Sampath Gunathilake,15:00-16:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Polymer blends & Composites,PSC 308 2.0,PSC,PSC 308 2.0 Polymer blends & Composites,3,C2,Lecture,Dr.Thusitha Etampawala,10:15-12:00,General,Physical/Biology
Polymer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorial,PST,PST,PSC T Tutorial,3,NFC6,Tutorial,NA,13:00-15:00,General,Physical/Biology
Polymer Science,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Advanced Concepts in Thermodynamics & Statistical Thermodynamics,PSC 316 2.0,PSC,PSC 316 2.0 Advanced Concepts in Thermodynamics & Statistical Thermodynamics,3,C2,Lecture,Dr.Thusitha Etampawala,08:00-08:55,Honours,Physical/Biology
Polymer Science,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Organic Synthesis,PSC 315 2.0,PSC,PSC 315 2.0 Organic Synthesis,3,NFC6,Lecture,Dr.Sampath Gunathilaka,14:00-15:00,Honours,Physical/Biology
